Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	archivo_origen	sitio
1	1	1	32	36	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy
2	1	1	34	38	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy
3	1	1	36	40	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy
4	1	1	38	42	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy
5	1	1	40	44	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy
6	1	1	46	50	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy
7	1	1	48	52	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy
8	1	1	50	54	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy
9	1	1	52	56	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232602.wav	CANTERA1Tapy
10	1	1	0	4	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy
11	1	1	2	6	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy
12	1	1	4	8	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy
13	1	1	6	10	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy
14	1	1	8	12	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy
15	1	1	10	14	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy
16	1	1	12	16	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy
17	1	1	20	24	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy
18	1	1	22	26	0.0	8000.0	cluster_0 | CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy/CANTERA1TAPY_20250604_232702.wav	CANTERA1Tapy
