Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	archivo_origen	sitio	cluster_original
49	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183702.wav	CANTERA1Tapy	cluster_18
50	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183702.wav	CANTERA1Tapy	cluster_18
51	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183702.wav	CANTERA1Tapy	cluster_18
52	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183702.wav	CANTERA1Tapy	cluster_18
53	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183702.wav	CANTERA1Tapy	cluster_18
54	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
55	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
56	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
57	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
58	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
59	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
60	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
61	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
62	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
63	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183802.wav	CANTERA1Tapy	cluster_18
64	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
65	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
66	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
67	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
68	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
69	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
70	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
71	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
72	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
73	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
74	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_183902.wav	CANTERA1Tapy	cluster_18
75	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
76	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
77	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
78	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
79	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
80	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
81	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
82	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
83	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
84	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
85	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
86	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
87	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
88	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184002.wav	CANTERA1Tapy	cluster_18
89	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
90	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
91	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
92	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
93	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
94	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
95	1	1	46	50	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
96	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
97	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
98	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184102.wav	CANTERA1Tapy	cluster_18
99	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
100	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
101	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
102	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
103	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
104	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
105	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
106	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
107	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
108	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
109	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
110	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
111	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
112	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
113	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
114	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
115	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
116	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
117	1	1	46	50	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
118	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
119	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184202.wav	CANTERA1Tapy	cluster_18
120	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
121	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
122	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
123	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
124	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
125	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
126	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
127	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
128	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
129	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
130	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
131	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
132	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
133	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
134	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
135	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
136	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
137	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184302.wav	CANTERA1Tapy	cluster_18
138	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
139	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
140	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
141	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
142	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
143	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
144	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
145	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
146	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
147	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
148	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
149	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
150	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
151	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
152	1	1	46	50	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
153	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
154	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184402.wav	CANTERA1Tapy	cluster_18
155	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184502.wav	CANTERA1Tapy	cluster_18
156	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184502.wav	CANTERA1Tapy	cluster_18
157	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184502.wav	CANTERA1Tapy	cluster_18
158	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184502.wav	CANTERA1Tapy	cluster_18
159	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184502.wav	CANTERA1Tapy	cluster_18
160	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184602.wav	CANTERA1Tapy	cluster_18
161	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184602.wav	CANTERA1Tapy	cluster_18
162	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184602.wav	CANTERA1Tapy	cluster_18
163	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_18	CANTERA1Tapy/CANTERA1TAPY_20250607_184602.wav	CANTERA1Tapy	cluster_18
