Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	archivo_origen
19442	1	1	2.0	6.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19443	1	1	4.0	8.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19444	1	1	6.0	10.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19445	1	1	8.0	12.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19446	1	1	10.0	14.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19447	1	1	12.0	16.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19448	1	1	14.0	18.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19449	1	1	16.0	20.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19450	1	1	18.0	22.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19451	1	1	20.0	24.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19452	1	1	22.0	26.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19453	1	1	24.0	28.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19454	1	1	26.0	30.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19455	1	1	28.0	32.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19456	1	1	30.0	34.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19457	1	1	32.0	36.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19458	1	1	34.0	38.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19459	1	1	36.0	40.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19460	1	1	38.0	42.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19461	1	1	40.0	44.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19462	1	1	42.0	46.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19463	1	1	44.0	48.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19464	1	1	46.0	50.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19465	1	1	48.0	52.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19466	1	1	50.0	54.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19467	1	1	52.0	56.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180002.wav
19468	1	1	0.0	4.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19469	1	1	2.0	6.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19470	1	1	4.0	8.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19471	1	1	6.0	10.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19472	1	1	8.0	12.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19473	1	1	10.0	14.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19474	1	1	12.0	16.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19475	1	1	14.0	18.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19476	1	1	16.0	20.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19477	1	1	18.0	22.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19478	1	1	20.0	24.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19479	1	1	22.0	26.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19480	1	1	24.0	28.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19481	1	1	26.0	30.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19482	1	1	28.0	32.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19483	1	1	30.0	34.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19484	1	1	32.0	36.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19485	1	1	34.0	38.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19486	1	1	36.0	40.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19487	1	1	38.0	42.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19488	1	1	40.0	44.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19489	1	1	42.0	46.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19490	1	1	44.0	48.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19491	1	1	46.0	50.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19492	1	1	48.0	52.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19493	1	1	50.0	54.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19494	1	1	52.0	56.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180102.wav
19495	1	1	0.0	4.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19496	1	1	2.0	6.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19497	1	1	4.0	8.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19498	1	1	6.0	10.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19499	1	1	8.0	12.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19500	1	1	10.0	14.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19501	1	1	12.0	16.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19502	1	1	14.0	18.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19503	1	1	16.0	20.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19504	1	1	18.0	22.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19505	1	1	20.0	24.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19506	1	1	22.0	26.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19507	1	1	24.0	28.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19508	1	1	26.0	30.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19509	1	1	28.0	32.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19510	1	1	30.0	34.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19511	1	1	32.0	36.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19512	1	1	34.0	38.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19513	1	1	36.0	40.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19514	1	1	38.0	42.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19515	1	1	40.0	44.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19516	1	1	42.0	46.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19517	1	1	44.0	48.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19518	1	1	46.0	50.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19519	1	1	48.0	52.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19520	1	1	50.0	54.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19521	1	1	52.0	56.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180202.wav
19522	1	1	0.0	4.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19523	1	1	2.0	6.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19524	1	1	4.0	8.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19525	1	1	6.0	10.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19526	1	1	8.0	12.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19527	1	1	10.0	14.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19528	1	1	12.0	16.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19529	1	1	14.0	18.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19530	1	1	16.0	20.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19531	1	1	18.0	22.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19532	1	1	20.0	24.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19533	1	1	22.0	26.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19534	1	1	24.0	28.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19535	1	1	26.0	30.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19536	1	1	28.0	32.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19537	1	1	30.0	34.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19538	1	1	32.0	36.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19539	1	1	34.0	38.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19540	1	1	36.0	40.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19541	1	1	38.0	42.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19542	1	1	40.0	44.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19543	1	1	42.0	46.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19544	1	1	44.0	48.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19545	1	1	46.0	50.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19546	1	1	48.0	52.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19547	1	1	50.0	54.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19548	1	1	52.0	56.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180302.wav
19549	1	1	0.0	4.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19550	1	1	2.0	6.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19551	1	1	4.0	8.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19552	1	1	6.0	10.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19553	1	1	8.0	12.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19554	1	1	10.0	14.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19555	1	1	12.0	16.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19556	1	1	14.0	18.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19557	1	1	16.0	20.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19558	1	1	18.0	22.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19559	1	1	20.0	24.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19560	1	1	22.0	26.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19561	1	1	24.0	28.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19562	1	1	26.0	30.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19563	1	1	28.0	32.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19564	1	1	30.0	34.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19565	1	1	32.0	36.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19566	1	1	34.0	38.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19567	1	1	36.0	40.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19568	1	1	38.0	42.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19569	1	1	40.0	44.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19570	1	1	42.0	46.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19571	1	1	44.0	48.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19572	1	1	46.0	50.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19573	1	1	48.0	52.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19574	1	1	50.0	54.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19575	1	1	52.0	56.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180402.wav
19576	1	1	0.0	4.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19577	1	1	2.0	6.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19578	1	1	4.0	8.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19579	1	1	6.0	10.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19580	1	1	8.0	12.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19581	1	1	10.0	14.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19582	1	1	12.0	16.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19583	1	1	14.0	18.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19584	1	1	16.0	20.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19585	1	1	18.0	22.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19586	1	1	20.0	24.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19587	1	1	22.0	26.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19588	1	1	24.0	28.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19589	1	1	26.0	30.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19590	1	1	28.0	32.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19591	1	1	30.0	34.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19592	1	1	32.0	36.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19593	1	1	34.0	38.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19594	1	1	36.0	40.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19595	1	1	38.0	42.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19596	1	1	40.0	44.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19597	1	1	42.0	46.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19598	1	1	44.0	48.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19599	1	1	46.0	50.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19600	1	1	48.0	52.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19601	1	1	50.0	54.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19602	1	1	52.0	56.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180502.wav
19603	1	1	0.0	4.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19604	1	1	2.0	6.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19605	1	1	4.0	8.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19606	1	1	6.0	10.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19607	1	1	8.0	12.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19608	1	1	10.0	14.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19609	1	1	12.0	16.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19610	1	1	14.0	18.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19611	1	1	16.0	20.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19612	1	1	18.0	22.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19613	1	1	20.0	24.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19614	1	1	22.0	26.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19615	1	1	24.0	28.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19616	1	1	26.0	30.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19617	1	1	28.0	32.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19618	1	1	30.0	34.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19619	1	1	32.0	36.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19620	1	1	34.0	38.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19621	1	1	36.0	40.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19622	1	1	38.0	42.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19623	1	1	40.0	44.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19624	1	1	42.0	46.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19625	1	1	44.0	48.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19626	1	1	46.0	50.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19627	1	1	48.0	52.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19628	1	1	50.0	54.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19629	1	1	52.0	56.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180602.wav
19630	1	1	0.0	4.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19631	1	1	2.0	6.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19632	1	1	4.0	8.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19633	1	1	6.0	10.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19634	1	1	8.0	12.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19635	1	1	10.0	14.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19636	1	1	12.0	16.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19637	1	1	14.0	18.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19638	1	1	16.0	20.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19639	1	1	18.0	22.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19640	1	1	20.0	24.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19641	1	1	22.0	26.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19642	1	1	24.0	28.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19643	1	1	26.0	30.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19644	1	1	28.0	32.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19645	1	1	30.0	34.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19646	1	1	32.0	36.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19647	1	1	34.0	38.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19648	1	1	36.0	40.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19649	1	1	38.0	42.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19650	1	1	40.0	44.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19651	1	1	42.0	46.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19652	1	1	44.0	48.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19653	1	1	46.0	50.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19654	1	1	48.0	52.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19655	1	1	50.0	54.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19656	1	1	52.0	56.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180702.wav
19657	1	1	0.0	4.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180802.wav
19658	1	1	2.0	6.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180802.wav
19659	1	1	4.0	8.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180802.wav
19660	1	1	6.0	10.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180802.wav
19661	1	1	8.0	12.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180802.wav
19662	1	1	10.0	14.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180802.wav
19663	1	1	12.0	16.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180802.wav
19664	1	1	14.0	18.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180802.wav
19665	1	1	16.0	20.0	0.0	8000.0	cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250604_180802.wav
