Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	archivo_origen	sitio	cluster_original
106	1	1	48	52	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180302.wav	CANTERA1Tapy	cluster_3
107	1	1	50	54	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180302.wav	CANTERA1Tapy	cluster_3
108	1	1	52	56	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180302.wav	CANTERA1Tapy	cluster_3
109	1	1	0	4	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
110	1	1	2	6	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
111	1	1	4	8	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
112	1	1	6	10	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
113	1	1	8	12	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
114	1	1	10	14	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
115	1	1	12	16	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
116	1	1	14	18	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
117	1	1	16	20	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
118	1	1	18	22	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
119	1	1	20	24	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
120	1	1	22	26	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
121	1	1	24	28	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
122	1	1	26	30	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
123	1	1	28	32	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
124	1	1	30	34	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
125	1	1	32	36	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
126	1	1	34	38	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
127	1	1	36	40	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
128	1	1	38	42	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
129	1	1	40	44	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
130	1	1	42	46	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
131	1	1	44	48	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
132	1	1	46	50	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
133	1	1	48	52	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
134	1	1	50	54	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
135	1	1	52	56	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180402.wav	CANTERA1Tapy	cluster_3
136	1	1	0	4	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
137	1	1	2	6	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
138	1	1	4	8	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
139	1	1	6	10	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
140	1	1	8	12	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
141	1	1	10	14	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
142	1	1	12	16	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
143	1	1	14	18	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
144	1	1	16	20	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
145	1	1	18	22	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
146	1	1	20	24	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
147	1	1	22	26	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
148	1	1	24	28	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
149	1	1	26	30	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
150	1	1	28	32	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
151	1	1	30	34	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
152	1	1	32	36	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
153	1	1	34	38	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
154	1	1	36	40	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
155	1	1	38	42	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
156	1	1	40	44	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
157	1	1	42	46	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
158	1	1	44	48	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
159	1	1	46	50	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
160	1	1	48	52	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
161	1	1	50	54	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
162	1	1	52	56	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180502.wav	CANTERA1Tapy	cluster_3
163	1	1	0	4	0.0	8000.0	Dendropsophus spp. | cluster_3	CANTERA1Tapy/CANTERA1TAPY_20250603_180602.wav	CANTERA1Tapy	cluster_3
