Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	archivo_origen	sitio
1	1	1	10	14	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta
2	1	1	24	28	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta
3	1	1	26	30	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta
4	1	1	28	32	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta
5	1	1	30	34	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta
6	1	1	38	42	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta
7	1	1	40	44	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta
8	1	1	44	48	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta/EU-41TAPYTA_20250409_180602.wav	EU-41Tapyta
9	1	1	46	50	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250410_185702.wav	EU-41Tapyta/EU-41TAPYTA_20250410_185702.wav	EU-41Tapyta
10	1	1	10	14	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250411_184002.wav	EU-41Tapyta/EU-41TAPYTA_20250411_184002.wav	EU-41Tapyta
11	1	1	12	16	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250411_184002.wav	EU-41Tapyta/EU-41TAPYTA_20250411_184002.wav	EU-41Tapyta
12	1	1	30	34	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250411_194902.wav	EU-41Tapyta/EU-41TAPYTA_20250411_194902.wav	EU-41Tapyta
13	1	1	32	36	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250411_194902.wav	EU-41Tapyta/EU-41TAPYTA_20250411_194902.wav	EU-41Tapyta
14	1	1	8	12	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250411_220302.wav	EU-41Tapyta/EU-41TAPYTA_20250411_220302.wav	EU-41Tapyta
15	1	1	26	30	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250411_225602.wav	EU-41Tapyta/EU-41TAPYTA_20250411_225602.wav	EU-41Tapyta
16	1	1	28	32	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250411_225602.wav	EU-41Tapyta/EU-41TAPYTA_20250411_225602.wav	EU-41Tapyta
17	1	1	32	36	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250411_234702.wav	EU-41Tapyta/EU-41TAPYTA_20250411_234702.wav	EU-41Tapyta
18	1	1	34	38	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250411_234702.wav	EU-41Tapyta/EU-41TAPYTA_20250411_234702.wav	EU-41Tapyta
19	1	1	28	32	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_003202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_003202.wav	EU-41Tapyta
20	1	1	32	36	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_022902.wav	EU-41Tapyta/EU-41TAPYTA_20250412_022902.wav	EU-41Tapyta
21	1	1	34	38	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_022902.wav	EU-41Tapyta/EU-41TAPYTA_20250412_022902.wav	EU-41Tapyta
22	1	1	6	10	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_023402.wav	EU-41Tapyta/EU-41TAPYTA_20250412_023402.wav	EU-41Tapyta
23	1	1	8	12	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_023402.wav	EU-41Tapyta/EU-41TAPYTA_20250412_023402.wav	EU-41Tapyta
24	1	1	8	12	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_045102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_045102.wav	EU-41Tapyta
25	1	1	10	14	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_045102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_045102.wav	EU-41Tapyta
26	1	1	26	30	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_180602.wav	EU-41Tapyta/EU-41TAPYTA_20250412_180602.wav	EU-41Tapyta
27	1	1	6	10	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_183002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_183002.wav	EU-41Tapyta
28	1	1	38	42	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_184302.wav	EU-41Tapyta/EU-41TAPYTA_20250412_184302.wav	EU-41Tapyta
29	1	1	2	6	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_184402.wav	EU-41Tapyta/EU-41TAPYTA_20250412_184402.wav	EU-41Tapyta
30	1	1	20	24	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_184402.wav	EU-41Tapyta/EU-41TAPYTA_20250412_184402.wav	EU-41Tapyta
31	1	1	36	40	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_184402.wav	EU-41Tapyta/EU-41TAPYTA_20250412_184402.wav	EU-41Tapyta
32	1	1	38	42	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_184402.wav	EU-41Tapyta/EU-41TAPYTA_20250412_184402.wav	EU-41Tapyta
33	1	1	18	22	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_184702.wav	EU-41Tapyta/EU-41TAPYTA_20250412_184702.wav	EU-41Tapyta
34	1	1	34	38	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_184702.wav	EU-41Tapyta/EU-41TAPYTA_20250412_184702.wav	EU-41Tapyta
35	1	1	14	18	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
36	1	1	16	20	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
37	1	1	18	22	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
38	1	1	22	26	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
39	1	1	24	28	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
40	1	1	26	30	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
41	1	1	28	32	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
42	1	1	30	34	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
43	1	1	32	36	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
44	1	1	34	38	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
45	1	1	38	42	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
46	1	1	44	48	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
47	1	1	46	50	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
48	1	1	48	52	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
49	1	1	50	54	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185002.wav	EU-41Tapyta
50	1	1	6	10	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
51	1	1	10	14	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
52	1	1	12	16	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
53	1	1	16	20	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
54	1	1	26	30	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
55	1	1	28	32	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
56	1	1	30	34	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
57	1	1	32	36	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
58	1	1	36	40	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
59	1	1	38	42	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
60	1	1	40	44	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
61	1	1	42	46	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
62	1	1	48	52	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
63	1	1	50	54	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
64	1	1	52	56	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185102.wav	EU-41Tapyta
65	1	1	0	4	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
66	1	1	4	8	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
67	1	1	8	12	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
68	1	1	10	14	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
69	1	1	12	16	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
70	1	1	14	18	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
71	1	1	16	20	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
72	1	1	20	24	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
73	1	1	22	26	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
74	1	1	24	28	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
75	1	1	26	30	0.0	8000.0	cluster_2 | EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta/EU-41TAPYTA_20250412_185202.wav	EU-41Tapyta
