Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	archivo_origen	sitio
1	1	1	50	54	0.0	8000.0	cluster_8 | BO-82Tapyta/BO-82TAPYTA_20250430_052902.wav	BO-82Tapyta/BO-82TAPYTA_20250430_052902.wav	BO-Tapyta
2	1	1	48	52	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_025302.wav	BO-81Tapyta/BO-81TAPYTA_20250411_025302.wav	BO-Tapyta
3	1	1	48	52	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_041302.wav	BO-81Tapyta/BO-81TAPYTA_20250411_041302.wav	BO-Tapyta
4	1	1	46	50	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_055102.wav	BO-81Tapyta/BO-81TAPYTA_20250411_055102.wav	BO-Tapyta
5	1	1	2	6	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_044302.wav	BO-81Tapyta/BO-81TAPYTA_20250411_044302.wav	BO-Tapyta
6	1	1	50	54	0.0	8000.0	cluster_8 | BO-82Tapyta/BO-82TAPYTA_20250429_051402.wav	BO-82Tapyta/BO-82TAPYTA_20250429_051402.wav	BO-Tapyta
7	1	1	14	18	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_043802.wav	BO-81Tapyta/BO-81TAPYTA_20250410_043802.wav	BO-Tapyta
8	1	1	2	6	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_051702.wav	BO-81Tapyta/BO-81TAPYTA_20250410_051702.wav	BO-Tapyta
9	1	1	0	4	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_055702.wav	BO-81Tapyta/BO-81TAPYTA_20250411_055702.wav	BO-Tapyta
10	1	1	8	12	0.0	8000.0	cluster_8 | BO-82Tapyta/BO-82TAPYTA_20250430_051702.wav	BO-82Tapyta/BO-82TAPYTA_20250430_051702.wav	BO-Tapyta
11	1	1	16	20	0.0	8000.0	cluster_8 | BO-82Tapyta/BO-82TAPYTA_20250430_034802.wav	BO-82Tapyta/BO-82TAPYTA_20250430_034802.wav	BO-Tapyta
12	1	1	2	6	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_053902.wav	BO-81Tapyta/BO-81TAPYTA_20250410_053902.wav	BO-Tapyta
13	1	1	4	8	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_033502.wav	BO-81Tapyta/BO-81TAPYTA_20250411_033502.wav	BO-Tapyta
14	1	1	2	6	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_033402.wav	BO-81Tapyta/BO-81TAPYTA_20250411_033402.wav	BO-Tapyta
15	1	1	6	10	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_043702.wav	BO-81Tapyta/BO-81TAPYTA_20250411_043702.wav	BO-Tapyta
16	1	1	8	12	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_051302.wav	BO-81Tapyta/BO-81TAPYTA_20250411_051302.wav	BO-Tapyta
17	1	1	28	32	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_044002.wav	BO-81Tapyta/BO-81TAPYTA_20250411_044002.wav	BO-Tapyta
18	1	1	38	42	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_043802.wav	BO-81Tapyta/BO-81TAPYTA_20250410_043802.wav	BO-Tapyta
19	1	1	18	22	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_053202.wav	BO-81Tapyta/BO-81TAPYTA_20250410_053202.wav	BO-Tapyta
20	1	1	38	42	0.0	8000.0	cluster_8 | BO-82Tapyta/BO-82TAPYTA_20250411_045402.wav	BO-82Tapyta/BO-82TAPYTA_20250411_045402.wav	BO-Tapyta
21	1	1	30	34	0.0	8000.0	cluster_8 | BO-82Tapyta/BO-82TAPYTA_20250411_050902.wav	BO-82Tapyta/BO-82TAPYTA_20250411_050902.wav	BO-Tapyta
22	1	1	30	34	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_045502.wav	BO-81Tapyta/BO-81TAPYTA_20250411_045502.wav	BO-Tapyta
23	1	1	6	10	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_025402.wav	BO-81Tapyta/BO-81TAPYTA_20250411_025402.wav	BO-Tapyta
24	1	1	2	6	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_031302.wav	BO-81Tapyta/BO-81TAPYTA_20250411_031302.wav	BO-Tapyta
25	1	1	30	34	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_051702.wav	BO-81Tapyta/BO-81TAPYTA_20250410_051702.wav	BO-Tapyta
26	1	1	0	4	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_054502.wav	BO-81Tapyta/BO-81TAPYTA_20250411_054502.wav	BO-Tapyta
27	1	1	40	44	0.0	8000.0	cluster_8 | BO-82Tapyta/BO-82TAPYTA_20250429_045702.wav	BO-82Tapyta/BO-82TAPYTA_20250429_045702.wav	BO-Tapyta
28	1	1	44	48	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_053602.wav	BO-81Tapyta/BO-81TAPYTA_20250410_053602.wav	BO-Tapyta
29	1	1	26	30	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_055902.wav	BO-81Tapyta/BO-81TAPYTA_20250410_055902.wav	BO-Tapyta
30	1	1	44	48	0.0	8000.0	cluster_8 | BO-82Tapyta/BO-82TAPYTA_20250430_055202.wav	BO-82Tapyta/BO-82TAPYTA_20250430_055202.wav	BO-Tapyta
31	1	1	38	42	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_045602.wav	BO-81Tapyta/BO-81TAPYTA_20250410_045602.wav	BO-Tapyta
32	1	1	50	54	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_040802.wav	BO-81Tapyta/BO-81TAPYTA_20250411_040802.wav	BO-Tapyta
33	1	1	18	22	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_050902.wav	BO-81Tapyta/BO-81TAPYTA_20250411_050902.wav	BO-Tapyta
34	1	1	0	4	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_055102.wav	BO-81Tapyta/BO-81TAPYTA_20250410_055102.wav	BO-Tapyta
35	1	1	42	46	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250410_041102.wav	BO-81Tapyta/BO-81TAPYTA_20250410_041102.wav	BO-Tapyta
36	1	1	0	4	0.0	8000.0	cluster_8 | BO-81Tapyta/BO-81TAPYTA_20250411_040602.wav	BO-81Tapyta/BO-81TAPYTA_20250411_040602.wav	BO-Tapyta
