Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	archivo_origen	sitio	cluster_original
68	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
69	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
70	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
71	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
72	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
73	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
74	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
75	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
76	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
77	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
78	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
79	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
80	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
81	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
82	1	1	46	50	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
83	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194202.wav	CANTERA1Tapy	cluster_27
84	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
85	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
86	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
87	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
88	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
89	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
90	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
91	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
92	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
93	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
94	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
95	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
96	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
97	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
98	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
99	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
100	1	1	46	50	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194302.wav	CANTERA1Tapy	cluster_27
101	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194402.wav	CANTERA1Tapy	cluster_27
102	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194402.wav	CANTERA1Tapy	cluster_27
103	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194402.wav	CANTERA1Tapy	cluster_27
104	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194402.wav	CANTERA1Tapy	cluster_27
105	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194402.wav	CANTERA1Tapy	cluster_27
106	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194402.wav	CANTERA1Tapy	cluster_27
107	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194402.wav	CANTERA1Tapy	cluster_27
108	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
109	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
110	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
111	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
112	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
113	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
114	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
115	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
116	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
117	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
118	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
119	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194502.wav	CANTERA1Tapy	cluster_27
120	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
121	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
122	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
123	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
124	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
125	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
126	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
127	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
128	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
129	1	1	46	50	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
130	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
131	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
132	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194602.wav	CANTERA1Tapy	cluster_27
133	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
134	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
135	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
136	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
137	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
138	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
139	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
140	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
141	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
142	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
143	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
144	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
145	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
146	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
147	1	1	46	50	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
148	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
149	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194702.wav	CANTERA1Tapy	cluster_27
150	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
151	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
152	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
153	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
154	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
155	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
156	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
157	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
158	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
159	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
160	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
161	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
162	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194802.wav	CANTERA1Tapy	cluster_27
163	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_27	CANTERA1Tapy/CANTERA1TAPY_20250621_194902.wav	CANTERA1Tapy	cluster_27
