Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	archivo_origen
397	1	1			0.0	8000.0		
398	1	1			0.0	8000.0		
399	1	1			0.0	8000.0		
400	1	1			0.0	8000.0		
401	1	1			0.0	8000.0		
402	1	1			0.0	8000.0		
403	1	1			0.0	8000.0		
404	1	1			0.0	8000.0		
405	1	1			0.0	8000.0		
406	1	1			0.0	8000.0		
407	1	1			0.0	8000.0		
408	1	1			0.0	8000.0		
409	1	1	16.0	20.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250416_193802.wav
410	1	1			0.0	8000.0		
411	1	1			0.0	8000.0		
412	1	1			0.0	8000.0		
413	1	1	20.0	24.0	0.0	8000.0	cluster_2	BO-81Tapyta/BO-81TAPYTA_20250412_022602.wav
414	1	1			0.0	8000.0		
415	1	1			0.0	8000.0		
416	1	1			0.0	8000.0		
417	1	1	24.0	28.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250417_210802.wav
418	1	1			0.0	8000.0		
419	1	1			0.0	8000.0		
420	1	1			0.0	8000.0		
421	1	1	14.0	18.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250426_000502.wav
422	1	1			0.0	8000.0		
423	1	1			0.0	8000.0		
424	1	1			0.0	8000.0		
425	1	1			0.0	8000.0		
426	1	1			0.0	8000.0		
427	1	1			0.0	8000.0		
428	1	1			0.0	8000.0		
429	1	1			0.0	8000.0		
430	1	1			0.0	8000.0		
431	1	1			0.0	8000.0		
432	1	1			0.0	8000.0		
433	1	1	14.0	18.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250426_003602.wav
434	1	1			0.0	8000.0		
435	1	1			0.0	8000.0		
436	1	1			0.0	8000.0		
437	1	1			0.0	8000.0		
438	1	1			0.0	8000.0		
439	1	1			0.0	8000.0		
440	1	1			0.0	8000.0		
441	1	1			0.0	8000.0		
442	1	1			0.0	8000.0		
443	1	1			0.0	8000.0		
444	1	1			0.0	8000.0		
445	1	1			0.0	8000.0		
446	1	1	50.0	54.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250411_185602.wav
447	1	1			0.0	8000.0		
448	1	1			0.0	8000.0		
449	1	1			0.0	8000.0		
450	1	1			0.0	8000.0		
451	1	1			0.0	8000.0		
452	1	1			0.0	8000.0		
453	1	1	18.0	22.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250412_000402.wav
454	1	1			0.0	8000.0		
455	1	1			0.0	8000.0		
456	1	1			0.0	8000.0		
457	1	1			0.0	8000.0		
458	1	1	34.0	38.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250411_211002.wav
459	1	1	16.0	20.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250415_213002.wav
460	1	1	36.0	40.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250412_002902.wav
461	1	1			0.0	8000.0		
462	1	1			0.0	8000.0		
463	1	1			0.0	8000.0		
464	1	1	8.0	12.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250427_223702.wav
465	1	1			0.0	8000.0		
466	1	1			0.0	8000.0		
467	1	1			0.0	8000.0		
468	1	1	40.0	44.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250412_001702.wav
469	1	1			0.0	8000.0		
470	1	1			0.0	8000.0		
471	1	1	46.0	50.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250417_025602.wav
472	1	1			0.0	8000.0		
473	1	1			0.0	8000.0		
474	1	1			0.0	8000.0		
475	1	1			0.0	8000.0		
476	1	1			0.0	8000.0		
477	1	1			0.0	8000.0		
478	1	1			0.0	8000.0		
479	1	1			0.0	8000.0		
480	1	1	52.0	56.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250411_210302.wav
481	1	1	2.0	6.0	0.0	8000.0	cluster_2	BO-81Tapyta/BO-81TAPYTA_20250416_020402.wav
482	1	1	34.0	38.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250417_023902.wav
483	1	1			0.0	8000.0		
484	1	1			0.0	8000.0		
485	1	1			0.0	8000.0		
486	1	1			0.0	8000.0		
487	1	1	16.0	20.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250425_214202.wav
488	1	1	26.0	30.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250412_025402.wav
489	1	1			0.0	8000.0		
490	1	1			0.0	8000.0		
491	1	1			0.0	8000.0		
492	1	1			0.0	8000.0		
493	1	1			0.0	8000.0		
494	1	1	48.0	52.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250418_002002.wav
495	1	1			0.0	8000.0		
496	1	1			0.0	8000.0		
497	1	1	14.0	18.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250417_022602.wav
498	1	1			0.0	8000.0		
499	1	1			0.0	8000.0		
500	1	1			0.0	8000.0		
501	1	1			0.0	8000.0		
502	1	1			0.0	8000.0		
503	1	1			0.0	8000.0		
504	1	1			0.0	8000.0		
505	1	1			0.0	8000.0		
506	1	1	50.0	54.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250426_224002.wav
507	1	1			0.0	8000.0		
508	1	1	42.0	46.0	0.0	8000.0	cluster_2	BO-82Tapyta/BO-82TAPYTA_20250416_041902.wav
509	1	1			0.0	8000.0		
