Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	archivo_origen	sitio	cluster_original
23	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_184802.wav	CANTERA1Tapy	cluster_28
24	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_184902.wav	CANTERA1Tapy	cluster_28
25	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_184902.wav	CANTERA1Tapy	cluster_28
26	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_184902.wav	CANTERA1Tapy	cluster_28
27	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_184902.wav	CANTERA1Tapy	cluster_28
28	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_184902.wav	CANTERA1Tapy	cluster_28
29	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_184902.wav	CANTERA1Tapy	cluster_28
30	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_184902.wav	CANTERA1Tapy	cluster_28
31	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
32	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
33	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
34	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
35	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
36	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
37	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
38	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
39	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
40	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
41	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185002.wav	CANTERA1Tapy	cluster_28
42	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
43	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
44	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
45	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
46	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
47	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
48	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
49	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
50	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
51	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
52	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
53	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
54	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185102.wav	CANTERA1Tapy	cluster_28
55	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
56	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
57	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
58	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
59	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
60	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
61	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
62	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
63	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
64	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
65	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
66	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185202.wav	CANTERA1Tapy	cluster_28
67	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
68	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
69	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
70	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
71	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
72	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
73	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
74	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
75	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
76	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
77	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
78	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
79	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185302.wav	CANTERA1Tapy	cluster_28
80	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
81	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
82	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
83	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
84	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
85	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
86	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
87	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
88	1	1	28	32	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
89	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
90	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
91	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
92	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
93	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
94	1	1	46	50	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
95	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185402.wav	CANTERA1Tapy	cluster_28
96	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
97	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
98	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
99	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
100	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
101	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
102	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
103	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
104	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
105	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
106	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
107	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
108	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
109	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
110	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
111	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185502.wav	CANTERA1Tapy	cluster_28
112	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
113	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
114	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
115	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
116	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
117	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
118	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
119	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
120	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
121	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
122	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
123	1	1	36	40	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
124	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
125	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
126	1	1	46	50	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
127	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185602.wav	CANTERA1Tapy	cluster_28
128	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
129	1	1	6	10	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
130	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
131	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
132	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
133	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
134	1	1	42	46	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
135	1	1	44	48	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
136	1	1	48	52	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
137	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
138	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185702.wav	CANTERA1Tapy	cluster_28
139	1	1	0	4	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
140	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
141	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
142	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
143	1	1	12	16	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
144	1	1	18	22	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
145	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
146	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
147	1	1	24	28	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
148	1	1	26	30	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
149	1	1	32	36	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
150	1	1	34	38	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
151	1	1	38	42	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
152	1	1	40	44	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
153	1	1	50	54	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
154	1	1	52	56	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185802.wav	CANTERA1Tapy	cluster_28
155	1	1	2	6	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185902.wav	CANTERA1Tapy	cluster_28
156	1	1	4	8	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185902.wav	CANTERA1Tapy	cluster_28
157	1	1	8	12	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185902.wav	CANTERA1Tapy	cluster_28
158	1	1	10	14	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185902.wav	CANTERA1Tapy	cluster_28
159	1	1	14	18	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185902.wav	CANTERA1Tapy	cluster_28
160	1	1	16	20	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185902.wav	CANTERA1Tapy	cluster_28
161	1	1	20	24	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185902.wav	CANTERA1Tapy	cluster_28
162	1	1	22	26	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185902.wav	CANTERA1Tapy	cluster_28
163	1	1	30	34	0.0	8000.0	Dendropsophus minutus | cluster_28	CANTERA1Tapy/CANTERA1TAPY_20250620_185902.wav	CANTERA1Tapy	cluster_28
